  -1.87378e-09             0   3.54512e-05             0
  -1.57483e-09             0   1.84021e-05             0
  -3.55522e-09             0  -2.27049e-05             0
  -3.19118e-10             0  -9.80326e-05             0
  -2.85556e-09             0  -3.68772e-05             0
   -1.3762e-09             0  -2.45589e-05             0
  -1.97607e-09             0   2.03889e-05             0
   3.04565e-10             0   9.64902e-05             0
  -2.23783e-09             0   3.81577e-05             0
  -1.57947e-09             0   3.06188e-05             0
   -3.4924e-09             0  -1.79925e-05             0
  -3.83232e-10             0  -9.45673e-05             0
  -2.79589e-09             0  -3.92876e-05             0
  -1.17869e-09             0   -3.6558e-05             0
  -1.72927e-09             0   1.40541e-05             0
   1.14338e-10             0    8.8672e-05             0
   -2.3565e-09             0   3.95141e-05             0
  -1.33921e-09             0   4.35487e-05             0
  -3.06145e-09             0  -1.15725e-05             0
  -4.97018e-10             0  -0.000105937             0
  -2.62602e-09             0  -1.29562e-05             0
   -1.3752e-09             0   4.61205e-05             0
  -3.26823e-09             0   3.98034e-05             0
   -7.8122e-11             0   8.93458e-05             0
  -1.23437e-09             0    1.5456e-05             0
  -1.01732e-09             0  -4.05092e-05             0
  -3.22639e-09             0  -3.88328e-05             0
  -3.93575e-10             0  -9.18899e-05             0
  -2.55202e-09             0  -2.00227e-05             0
  -1.48433e-09             0   2.95315e-05             0
  -2.97287e-09             0   3.66261e-05             0
   1.74027e-10             0   9.58013e-05             0
  -1.40124e-09             0   2.23229e-05             0
  -1.32769e-09             0  -2.35149e-05             0
  -3.45371e-09             0  -3.52241e-05             0
  -2.54375e-10             0  -9.72782e-05             0
   -2.5341e-09             0  -2.45351e-05             0
  -1.52012e-09             0   1.74054e-05             0
  -2.75919e-09             0   3.36832e-05             0
   2.85232e-10             0   9.83713e-05             0
  -1.56285e-09             0   2.66505e-05             0
  -1.47618e-09             0  -1.12274e-05             0
  -3.45583e-09             0  -3.14471e-05             0
  -2.33892e-10             0  -9.77004e-05             0
  -2.54536e-09             0  -2.83747e-05             0
  -1.47767e-09             0   4.54789e-06             0
  -2.40431e-09             0   2.96651e-05             0
   3.66845e-10             0    9.7986e-05             0
  -1.65274e-09             0   3.02378e-05             0
  -1.52517e-09             0   1.60598e-06             0
  -3.47764e-09             0  -2.77661e-05             0
  -2.12103e-10             0  -9.78852e-05             0
  -2.50482e-09             0  -3.19816e-05             0
  -1.40151e-09             0  -7.75352e-06             0
  -2.17311e-09             0   2.57575e-05             0
   3.42129e-10             0   9.73982e-05             0
